id_orden	cve_entidad	des_entidad	cve_del	des_del	cve_sdel	des_sdel	cve_municipio	des_municipio	cve_patron	cve_mod	ta	tp	te	year	month	month2
859220	30	VERACRUZ	32	VERACRUZ SUR	2	CORDOBA	F36	CORDOBA	1403	16	42	32	10	22	5	mayo
859221	30	VERACRUZ	32	VERACRUZ SUR	2	CORDOBA	F36	CORDOBA	1404	16	212	207	5	22	5	mayo
864132	30	VERACRUZ	32	VERACRUZ SUR	3	ORIZABA	F70	ORIZABA	1405	16	25	25	0	22	5	mayo
864133	30	VERACRUZ	32	VERACRUZ SUR	3	ORIZABA	F70	ORIZABA	1406	16	29	29	0	22	5	mayo
864134	30	VERACRUZ	32	VERACRUZ SUR	3	ORIZABA	F70	ORIZABA	1407	16	3	3	0	22	5	mayo
864135	30	VERACRUZ	32	VERACRUZ SUR	3	ORIZABA	F70	ORIZABA	1408	16	31	31	0	22	5	mayo
864136	30	VERACRUZ	32	VERACRUZ SUR	3	ORIZABA	F70	ORIZABA	1409	16	2	2	0	22	5	mayo
864137	30	VERACRUZ	32	VERACRUZ SUR	3	ORIZABA	F70	ORIZABA	1410	16	60	60	0	22	5	mayo
864138	30	VERACRUZ	32	VERACRUZ SUR	3	ORIZABA	F70	ORIZABA	1411	16	9	9	0	22	5	mayo
864139	30	VERACRUZ	32	VERACRUZ SUR	3	ORIZABA	F53	IXTACZOQUITLAN	1412	16	584	65	519	22	5	mayo
864140	30	VERACRUZ	32	VERACRUZ SUR	3	ORIZABA	F70	ORIZABA	1413	16	6	6	0	22	5	mayo
864141	30	VERACRUZ	32	VERACRUZ SUR	3	ORIZABA	F31	CAMERINO Z MENDOZA	1414	16	312	215	97	22	5	mayo
867464	30	VERACRUZ	32	VERACRUZ SUR	38	COSAMALOAPAN DEL CARPIO	F98	TLALIXCOYAN	1415	16	14	14	0	22	5	mayo
867465	30	VERACRUZ	32	VERACRUZ SUR	38	COSAMALOAPAN DEL CARPIO	F37	COSAMALOAPAN	1416	16	10	10	0	22	5	mayo
867466	30	VERACRUZ	32	VERACRUZ SUR	38	COSAMALOAPAN DEL CARPIO	F37	COSAMALOAPAN	1417	16	7	7	0	22	5	mayo
867467	30	VERACRUZ	32	VERACRUZ SUR	38	COSAMALOAPAN DEL CARPIO	F37	COSAMALOAPAN	1418	16	77	77	0	22	5	mayo
867468	30	VERACRUZ	32	VERACRUZ SUR	38	COSAMALOAPAN DEL CARPIO	F37	COSAMALOAPAN	1419	16	22	22	0	22	5	mayo
867469	30	VERACRUZ	32	VERACRUZ SUR	38	COSAMALOAPAN DEL CARPIO	W78	TRES VALLES VER	1420	16	6	6	0	22	5	mayo
867470	30	VERACRUZ	32	VERACRUZ SUR	38	COSAMALOAPAN DEL CARPIO	F37	COSAMALOAPAN	1421	16	2	2	0	22	5	mayo
867471	30	VERACRUZ	32	VERACRUZ SUR	38	COSAMALOAPAN DEL CARPIO	F37	COSAMALOAPAN	1422	16	2	2	0	22	5	mayo
867472	30	VERACRUZ	32	VERACRUZ SUR	38	COSAMALOAPAN DEL CARPIO	F37	COSAMALOAPAN	1423	16	1	1	0	22	5	mayo
867473	30	VERACRUZ	32	VERACRUZ SUR	38	COSAMALOAPAN DEL CARPIO	F37	COSAMALOAPAN	1424	16	2	2	0	22	5	mayo
868752	30	VERACRUZ	32	VERACRUZ SUR	45	COATZACOALCOS	F49	HUEYAPAN DE OCAMPO	1425	16	555	187	368	22	5	mayo
868753	30	VERACRUZ	32	VERACRUZ SUR	45	COATZACOALCOS	F49	HUEYAPAN DE OCAMPO	1426	16	1	1	0	22	5	mayo
868754	30	VERACRUZ	32	VERACRUZ SUR	45	COATZACOALCOS	F49	HUEYAPAN DE OCAMPO	1427	16	1	1	0	22	5	mayo
868755	30	VERACRUZ	32	VERACRUZ SUR	45	COATZACOALCOS	F18	ACAYUCAN	1428	16	20	10	10	22	5	mayo
868756	30	VERACRUZ	32	VERACRUZ SUR	45	COATZACOALCOS	F18	ACAYUCAN	1429	16	6	6	0	22	5	mayo
868757	30	VERACRUZ	32	VERACRUZ SUR	45	COATZACOALCOS	F18	ACAYUCAN	1430	16	39	39	0	22	5	mayo
868758	30	VERACRUZ	32	VERACRUZ SUR	45	COATZACOALCOS	F18	ACAYUCAN	1431	16	1	1	0	22	5	mayo
868759	30	VERACRUZ	32	VERACRUZ SUR	45	COATZACOALCOS	F18	ACAYUCAN	1432	16	38	38	0	22	5	mayo
868760	30	VERACRUZ	32	VERACRUZ SUR	45	COATZACOALCOS	F18	ACAYUCAN	1433	16	125	123	2	22	5	mayo
868761	30	VERACRUZ	32	VERACRUZ SUR	45	COATZACOALCOS	F18	ACAYUCAN	1434	16	15	15	0	22	5	mayo
874893	30	YUCATAN	33	YUCATAN	33	MERIDA SUR	G28	TLACHICHILCO	1435	16	20	20	0	22	5	mayo
874894	31	CHIHUAHUA	8	CHIHUAHUA	60	JUAREZ DOS	Q83	TIXMEUAC	1436	16	3	3	0	22	5	mayo
874895	31	GUANAJUATO	11	GUANAJUATO	5	IRAPUATO	G47	DZILAM GLEZ	1437	16	2	2	0	22	5	mayo
874896	31	VERACRUZ	32	VERACRUZ SUR	45	COATZACOALCOS	G80	TEKIT	1438	16	9	9	0	22	5	mayo
874897	31	YUCATAN	33	YUCATAN	1	MERIDA NORTE	G62	MERIDA	1439	16	99	99	0	22	5	mayo
874898	31	YUCATAN	33	YUCATAN	1	MERIDA NORTE	G62	MERIDA	1440	16	1	1	0	22	5	mayo
874899	31	YUCATAN	33	YUCATAN	1	MERIDA NORTE	G62	MERIDA	1441	16	4	4	0	22	5	mayo
874900	31	YUCATAN	33	YUCATAN	1	MERIDA NORTE	G62	MERIDA	1442	16	777	220	557	22	5	mayo
874901	31	YUCATAN	33	YUCATAN	1	MERIDA NORTE	G62	MERIDA	1443	16	558	558	0	22	5	mayo
874902	31	YUCATAN	33	YUCATAN	1	MERIDA NORTE	G62	MERIDA	1444	16	12	10	2	22	5	mayo
874903	31	YUCATAN	33	YUCATAN	1	MERIDA NORTE	G62	MERIDA	1445	16	287	282	5	22	5	mayo
874904	31	YUCATAN	33	YUCATAN	1	MERIDA NORTE	G62	MERIDA	1446	16	368	368	0	22	5	mayo
874905	31	YUCATAN	33	YUCATAN	1	MERIDA NORTE	G62	MERIDA	1447	16	2	2	0	22	5	mayo
874906	31	YUCATAN	33	YUCATAN	1	MERIDA NORTE	G62	MERIDA	1448	16	14	14	0	22	5	mayo
883580	31	YUCATAN	33	YUCATAN	33	MERIDA SUR	G67	PROGRESO	1449	16	19	19	0	22	5	mayo
883581	31	YUCATAN	33	YUCATAN	33	MERIDA SUR	G67	PROGRESO	1450	16	42	42	0	22	5	mayo
883582	31	YUCATAN	33	YUCATAN	33	MERIDA SUR	G67	PROGRESO	1451	16	2	2	0	22	5	mayo
883583	31	YUCATAN	33	YUCATAN	33	MERIDA SUR	G67	PROGRESO	1452	16	13	13	0	22	5	mayo
883584	31	YUCATAN	33	YUCATAN	33	MERIDA SUR	G67	PROGRESO	1453	16	3	2	1	22	5	mayo
883585	31	YUCATAN	33	YUCATAN	33	MERIDA SUR	G67	PROGRESO	1454	16	17	17	0	22	5	mayo
883586	31	YUCATAN	33	YUCATAN	33	MERIDA SUR	G62	MERIDA	1455	16	11	11	0	22	5	mayo
883587	31	YUCATAN	33	YUCATAN	33	MERIDA SUR	G67	PROGRESO	1456	16	6	6	0	22	5	mayo
883588	31	YUCATAN	33	YUCATAN	33	MERIDA SUR	G67	PROGRESO	1457	16	2	2	0	22	5	mayo
883589	31	YUCATAN	33	YUCATAN	33	MERIDA SUR	G67	PROGRESO	1458	16	15	15	0	22	5	mayo
891382	32	NUEVO LEON	20	NUEVO LEON	32	NUEVO LEON NOROESTE	Y34	EL SALVADOR	1459	16	4	4	0	22	5	mayo
891383	32	PUEBLA	22	PUEBLA	1	PUEBLA NORTE	R06	JUAN ALDAMA	1460	16	1	1	0	22	5	mayo
891384	32	PUEBLA	22	PUEBLA	22	PUEBLA SUR	R06	JUAN ALDAMA	1461	16	2	2	0	22	5	mayo
891385	32	SINALOA	26	SINALOA	1	CULIACAN	Y33	JIMENEZ DEL TEUL	1462	16	3	3	0	22	5	mayo
891386	32	ZACATECAS	34	ZACATECAS	1	ZACATECAS	G99	CONCEPCION DEL ORO	1463	16	10	4	6	22	5	mayo
891387	32	ZACATECAS	34	ZACATECAS	1	ZACATECAS	H09	ZACATECAS	1464	16	16	16	0	22	5	mayo
891388	32	ZACATECAS	34	ZACATECAS	1	ZACATECAS	H02	GUADALUPE	1465	16	1	1	0	22	5	mayo
891389	32	ZACATECAS	34	ZACATECAS	1	ZACATECAS	H02	GUADALUPE	1466	16	36	36	0	22	5	mayo
891390	32	ZACATECAS	34	ZACATECAS	1	ZACATECAS	H09	ZACATECAS	1467	16	24	24	0	22	5	mayo
891391	32	ZACATECAS	34	ZACATECAS	1	ZACATECAS	H09	ZACATECAS	1468	16	19	18	1	22	5	mayo
891392	32	ZACATECAS	34	ZACATECAS	1	ZACATECAS	H09	ZACATECAS	1469	16	41	41	0	22	5	mayo
891393	32	ZACATECAS	34	ZACATECAS	1	ZACATECAS	H09	ZACATECAS	1470	16	1	1	0	22	5	mayo
891394	32	ZACATECAS	34	ZACATECAS	1	ZACATECAS	H09	ZACATECAS	1471	16	32	32	0	22	5	mayo
891395	32	ZACATECAS	34	ZACATECAS	1	ZACATECAS	H09	ZACATECAS	1472	16	127	126	1	22	5	mayo
898938	32	ZACATECAS	34	ZACATECAS	9	FRESNILLO	H01	FRESNILLO	1473	16	7	7	0	22	5	mayo
898939	32	ZACATECAS	34	ZACATECAS	9	FRESNILLO	H07	RIO GRANDE	1474	16	1	1	0	22	5	mayo
898940	32	ZACATECAS	34	ZACATECAS	9	FRESNILLO	H07	RIO GRANDE	1475	16	51	15	36	22	5	mayo
898941	32	ZACATECAS	34	ZACATECAS	9	FRESNILLO	H07	RIO GRANDE	1476	16	3	3	0	22	5	mayo
898942	32	ZACATECAS	34	ZACATECAS	9	FRESNILLO	H07	RIO GRANDE	1477	16	10	10	0	22	5	mayo
898943	32	ZACATECAS	34	ZACATECAS	9	FRESNILLO	H07	RIO GRANDE	1478	16	12	12	0	22	5	mayo
898944	32	ZACATECAS	34	ZACATECAS	9	FRESNILLO	H07	RIO GRANDE	1479	16	10	10	0	22	5	mayo
898945	32	ZACATECAS	34	ZACATECAS	9	FRESNILLO	H07	RIO GRANDE	1480	16	1	1	0	22	5	mayo
898946	32	ZACATECAS	34	ZACATECAS	9	FRESNILLO	H07	RIO GRANDE	1481	16	8	7	1	22	5	mayo
898947	32	ZACATECAS	34	ZACATECAS	9	FRESNILLO	H07	RIO GRANDE	1482	16	30	29	1	22	5	mayo
